,Natural,SQL
653,List all the affliates located in Prague Czech Republic,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Prague Czech Republic%'
654,List all the affliates located in Changhua Taiwan,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Changhua Taiwan%'
655,List all the affliates located in The Syriac Institute,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%The Syriac Institute%'
656,List all the affliates located in Hwaseong Korea,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hwaseong Korea%'
657,List all the affliates located in Szeged Hungary,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Szeged Hungary%'
658,List all the affliates located in Yi,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Yi%'
659,List all the affliates located in St. Augustine Trinidad,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%St. Augustine Trinidad%'
660,List all the affliates located in Trento Italy,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trento Italy%'
661,List all the affliates located in Trois-Rivieres QU,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trois-Rivieres QU%'
662,List all the affliates located in Reston VA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Reston VA%'
663,List all the affliates located in Peshawar Pakistan,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Peshawar Pakistan%'
664,List all the affliates located in Hunil,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hunil%'
665,List all the affliates located in Athens GA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Athens GA%'
666,List all the affliates located in Saabrucken Germany,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Saabrucken Germany%'
667,List all the affliates located in Pulau Pinang Malaysia,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Pulau Pinang Malaysia%'
668,List all the affliates located in Union City CA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Union City CA%'
669,List all the affliates located in Hertfordshire UK,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hertfordshire UK%'
670,List all the affliates located in Aberdeenshire UK,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Aberdeenshire UK%'
671,List all the affliates located in Tirupati India,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Tirupati India%'
672,List all the affliates located in Florianopolis Brazil,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Florianopolis Brazil%'
673,List all the affliates located in Seattle WA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Seattle WA%'
674,List all the affliates located in Edwardsville IL,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Edwardsville IL%'
675,List all the affliates located in Southampton UK,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Southampton UK%'
676,List all the affliates located in Hayward CA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hayward CA%'
677,List all the affliates located in Spokane WA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Spokane WA%'
678,List all the affliates located in Skopje Yugoslavia,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Skopje Yugoslavia%'
679,List all the affliates located in La Tronche France,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%La Tronche France%'
680,List all the affliates located in Alicante Spain,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Alicante Spain%'
681,List all the affliates located in Nagoya Japan,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Nagoya Japan%'
682,How many affliates are located in Hanoi Vietnam,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hanoi Vietnam%
683,How many affliates are located in World Wide Web Consortium,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%World Wide Web Consortium%
684,How many affliates are located in Durham UK,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Durham UK%
685,How many affliates are located in Phoenix AZ,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Phoenix AZ%
686,How many affliates are located in Leuven Belgium,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Leuven Belgium%
687,How many affliates are located in Hsinchu Taiwan,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hsinchu Taiwan%
688,How many affliates are located in Hefei China,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hefei China%
689,How many affliates are located in Waxhaw NC,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Waxhaw NC%
690,How many affliates are located in Screamware,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Screamware%
691,How many affliates are located in Nagasaki Japan,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Nagasaki Japan%
692,How many affliates are located in Cepstral LLC,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Cepstral LLC%
693,How many affliates are located in Trelaze France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trelaze France%
694,How many affliates are located in Stockholm,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Stockholm%
695,How many affliates are located in Bry-sur-Marne France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Bry-sur-Marne France%
696,How many affliates are located in Twente The Netherlands,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Twente The Netherlands%
697,How many affliates are located in Hempstead NY,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hempstead NY%
698,How many affliates are located in St. Andrews UK,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%St. Andrews UK%
700,How many affliates are located in Grenoble France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Grenoble France%
701,How many affliates are located in NorTel Networks,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%NorTel Networks%
702,How many affliates are located in Harrisonburg VA,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Harrisonburg VA%
703,How many affliates are located in Denver CO,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Denver CO%
704,How many affliates are located in Schaumburg IL,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Schaumburg IL%
705,How many affliates are located in Porto Alegre Brazil,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Porto Alegre Brazil%
706,How many affliates are located in Louveciennes France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Louveciennes France%
707,How many affliates are located in Taejon Korea,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Taejon Korea%
709,How many affliates are located in Ottawa ON,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Ottawa ON%
710,How many affliates are located in Cheonan Korea,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Cheonan Korea%
711,How many affliates are located in Sakai Japan,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Sakai Japan%
712,List all the affliates that contain University,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%University%'"
714,List all the affliates that contain Department,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Department%'"
715,List all the affliates that contain Konstanz,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Konstanz%'"
716,List all the affliates that contain Beijing,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Beijing%'"
717,List all the affliates that contain Agency,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Agency%'"
719,List all the affliates that contain Systems,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Systems%'"
720,List all the affliates that contain Austrian,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Austrian%'"
721,List all the affliates that contain Digital,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Digital%'"
722,List all the affliates that contain Discourse,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Discourse%'"
723,List all the affliates that contain Scientific,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Scientific%'"
724,List all the affliates that contain Open,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Open%'"
725,List all the affliates that contain Research,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Research%'"
726,List all the affliates that contain Delhi,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Delhi%'"
727,List all the affliates that contain Biology,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Biology%'"
728,List all the affliates that contain Computer,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Computer%'"
729,List all the affliates that contain UPMAIL,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%UPMAIL%'"
732,List all the affliates that contain National,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%National%'"
734,List all the affliates that contain Institute,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Institute%'"
736,List all the affliates that contain Southern,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Southern%'"
739,List all the affliates that contain Office,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Office%'"
740,List all the affliates that contain Mount,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Mount%'"
741,Count all the affliates that contain NYNEX,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%NYNEX%'
742,Count all the affliates that contain Technology,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Technology%'
743,Count all the affliates that contain Maryland,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Maryland%'
744,Count all the affliates that contain Yale,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Yale%'
745,Count all the affliates that contain SAIC,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%SAIC%'
746,Count all the affliates that contain Distance,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Distance%'
747,Count all the affliates that contain University,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%University%'
748,Count all the affliates that contain Agency,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Agency%'
749,Count all the affliates that contain INaLF,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%INaLF%'
750,Count all the affliates that contain Software,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Software%'
751,Count all the affliates that contain Laboratories,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Laboratories%'
753,Count all the affliates that contain Chonnam,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Chonnam%'
754,Count all the affliates that contain Kalamazoo,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Kalamazoo%'
755,Count all the affliates that contain INOV,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%INOV%'
758,Count all the affliates that contain Communications,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Communications%'
760,Count all the affliates that contain Naval,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Naval%'
761,Count all the affliates that contain Korea,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Korea%'
762,Count all the affliates that contain Institute,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Institute%'
763,Count all the affliates that contain Xinjiang,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Xinjiang%'
